counterparty,symbol,trade_count,quantity,avg_rel_spread_bps,avg_depth_1,avg_imbalance_1,avg_trade_minus_mid,share_at_or_below_bid,share_at_or_above_ask,avg_side_alpha_bps_1,avg_side_alpha_bps_5,avg_side_alpha_bps_10,side
Mark 01,VEV_5400,263,911.0,1149.134994318704,40.56653992395437,-0.06952021617400879,-0.5950570342205324,1.0,0.0,-22.921881373803654,-15.302114732505126,11.52829650021466,buyer
Mark 01,VELVETFRUIT_EXTRACT,260,1417.0,9.91569320536562,92.40384615384616,0.34415998908168594,-2.601923076923077,1.0,0.0,0.44416811188789773,0.5552617143069424,0.45050967335488007,buyer
Mark 01,VELVETFRUIT_EXTRACT,244,1375.0,10.238210438170832,96.85245901639344,-0.29349212607139985,2.6864754098360657,0.0,1.0,0.402162238908601,0.004117136828921022,0.5952223832008371,seller
Mark 38,VEV_4000,233,461.0,167.3532279002369,22.145922746781117,0.0011444921316165948,-10.444206008583691,1.0,0.0,0.49726982921775303,1.3306777839111195,-0.614998200264348,seller
Mark 14,VEV_4000,232,458.0,167.6895695503102,22.176724137931036,0.003160919540229885,-10.46551724137931,1.0,0.0,-0.2894086135523942,-1.283912308988774,0.6526498245927727,buyer
Mark 38,VEV_4000,209,415.0,165.63152362897085,21.794258373205743,-0.003124361019097861,10.322966507177034,0.0,1.0,0.3373663636861152,1.403365466770035,2.193828107755689,buyer
Mark 14,VEV_4000,207,412.0,166.44694655338998,21.8743961352657,-0.00852223460919113,10.3743961352657,0.0,1.0,0.24860913381380095,-1.0442492281233764,-1.9792731005253659,seller
Mark 67,VELVETFRUIT_EXTRACT,165,1510.0,3.1062413731753713,54.2969696969697,0.5730025891909069,0.796969696969697,0.006060606060606061,0.9939393939393939,3.752655824831247,3.7074207641028343,4.274031804791269,buyer
Mark 22,VEV_5300,163,545.0,489.0211740284136,37.77914110429448,-0.14166801867221754,-0.8711656441717791,0.9815950920245399,0.006134969325153374,35.31479615677946,48.537784241689984,31.01558989656235,seller
Mark 01,VEV_5300,132,439.0,511.0118334854419,40.696969696969695,-0.04256165716101665,-0.9090909090909091,1.0,0.0,-31.35784378765298,-39.82545259843356,-33.9110574999378,buyer
Mark 49,VELVETFRUIT_EXTRACT,105,1071.0,2.5214528959711684,43.49523809523809,0.4075924604523905,0.6714285714285714,0.009523809523809525,0.9904761904761905,-3.619594990853704,-3.465819507896738,-4.082438353724311,seller
Mark 22,VELVETFRUIT_EXTRACT,101,697.0,4.018396752169062,60.97029702970297,0.5866949179472702,0.7079207920792079,0.10891089108910891,0.8910891089108911,-2.8678225223311338,-2.94342307693769,-2.9731936985163334,seller
Mark 22,VEV_5200,46,159.0,260.5060717979297,34.23913043478261,-0.41441817114661417,-0.9347826086956522,0.9565217391304348,0.043478260869565216,-10.230869847640493,27.612159442856136,-14.665215986400861,seller
Mark 14,VEV_5200,33,122.0,253.73668530296368,28.424242424242426,-0.5930319042138055,-1.0,1.0,0.0,11.690847411514952,-31.050850581212114,-17.492564413192653,buyer
Mark 14,VEV_5300,30,105.0,400.3325255435392,25.533333333333335,-0.6024582766105754,-0.75,0.9333333333333333,0.0,-62.13299912772571,-92.60519595085648,-23.42461177571102,buyer
Mark 22,VELVETFRUIT_EXTRACT,25,146.0,5.184304293436071,47.68,-0.3325165131814433,-0.88,0.76,0.24,-0.6444777526567411,-0.7522352197239828,0.9648994459113208,buyer
Mark 49,VELVETFRUIT_EXTRACT,17,115.0,5.042922439123858,50.470588235294116,-0.5812194841206311,-1.5,0.9411764705882353,0.058823529411764705,-2.409311288052705,-3.4793054501980354,-3.7614034276451154,buyer
Mark 14,VEV_5400,13,48.0,872.1720488280935,26.615384615384617,-0.6892827083928308,-0.46153846153846156,0.9230769230769231,0.0,-241.84842836222379,-254.5015506060645,-353.03535645694353,buyer
Mark 01,VEV_5200,11,34.0,306.0884742053576,54.90909090909091,-0.057821834231437615,-1.0,1.0,0.0,-2.798626182246871,-28.106866609755105,136.96651191577195,buyer
Mark 22,HYDROGEL_PACK,11,42.0,8.177214791182282,20.272727272727273,-0.3136780314309408,-4.090909090909091,1.0,0.0,-3.0878256041505,-2.680162434902171,-4.988086359829011,buyer
Mark 22,HYDROGEL_PACK,8,32.0,7.130312810885809,18.5,0.3691264096651766,3.5625,0.0,1.0,-3.187603738695752,-3.182718021250698,-3.4252296682069963,seller
Mark 14,VEV_5500,7,27.0,2222.222222222222,25.0,-0.7278316524745095,-0.5,1.0,0.0,-666.6666666666666,-1142.8571428571427,-952.3809523809523,buyer
Mark 22,VEV_4000,2,3.0,81.23525095159408,13.5,0.5555555555555556,5.0,0.0,1.0,-60.98583035492744,-38.57189616669922,-24.400271356094162,seller
Mark 22,VEV_4500,2,3.0,95.56474290008941,10.5,0.4444444444444444,3.5,0.0,1.0,-75.19840983249844,-40.92836185443127,-20.5620287868403,seller
Mark 22,VEV_5000,2,3.0,83.68786876061418,10.5,0.4444444444444444,1.0,0.0,1.0,-73.66458322390882,-31.295411173556033,41.14361748691283,seller
Mark 22,VEV_5100,2,3.0,99.44775692504015,22.0,0.6634920634920636,0.75,0.0,1.0,-82.83646124397703,-16.611295681063122,49.943895623858666,seller
Mark 38,VEV_4500,2,3.0,95.56474290008941,10.5,0.4444444444444444,3.5,0.0,1.0,75.19840983249844,40.92836185443127,20.5620287868403,buyer
Mark 38,VEV_5000,2,3.0,83.68786876061418,10.5,0.4444444444444444,1.0,0.0,1.0,73.66458322390882,31.295411173556033,-41.14361748691283,buyer
Mark 38,VEV_5100,2,3.0,99.44775692504015,22.0,0.6634920634920636,0.75,0.0,1.0,82.83646124397703,16.611295681063122,-49.943895623858666,buyer
Mark 38,VEV_5200,2,3.0,121.49773572401605,16.5,0.5714285714285714,0.5,0.0,1.0,57.80346820809248,31.847133757961785,-127.38853503184714,buyer
Mark 22,VEV_4000,1,3.0,89.32196508323183,15.0,-0.4666666666666667,-5.5,1.0,0.0,-48.721071863580995,-12.180267965895249,-8.120178643930167,buyer
Mark 22,VEV_4500,1,3.0,109.58904109589041,13.0,-0.38461538461538464,-4.0,1.0,0.0,-61.64383561643835,0.0,6.8493150684931505,buyer
Mark 22,VEV_5000,1,3.0,130.1518438177874,13.0,-0.38461538461538464,-1.5,1.0,0.0,-65.0759219088937,108.45986984815617,151.84381778741866,buyer
Mark 22,VEV_5100,1,3.0,213.52313167259788,30.0,-0.7333333333333333,-1.5,1.0,0.0,-106.76156583629894,177.93594306049823,213.52313167259788,buyer
Mark 22,VEV_5200,1,3.0,285.7142857142857,30.0,-0.7333333333333333,-1.0,1.0,0.0,-142.85714285714286,285.7142857142857,285.7142857142857,buyer
Mark 22,VEV_5300,1,3.0,350.8771929824561,26.0,-0.6923076923076923,-0.5,1.0,0.0,-175.43859649122805,175.43859649122805,350.8771929824561,buyer
Mark 38,VEV_4500,1,3.0,109.58904109589041,13.0,-0.38461538461538464,-4.0,1.0,0.0,61.64383561643835,0.0,-6.8493150684931505,seller
Mark 38,VEV_5000,1,3.0,130.1518438177874,13.0,-0.38461538461538464,-1.5,1.0,0.0,65.0759219088937,-108.45986984815617,-151.84381778741866,seller
Mark 38,VEV_5100,1,3.0,213.52313167259788,30.0,-0.7333333333333333,-1.5,1.0,0.0,106.76156583629894,-177.93594306049823,-213.52313167259788,seller
Mark 38,VEV_5200,1,3.0,285.7142857142857,30.0,-0.7333333333333333,-1.0,1.0,0.0,142.85714285714286,-285.7142857142857,-285.7142857142857,seller
Mark 38,VEV_5300,1,1.0,246.91358024691357,20.0,0.6,0.5,0.0,1.0,246.91358024691357,123.45679012345678,123.45679012345678,buyer
Mark 38,VEV_5300,1,3.0,350.8771929824561,26.0,-0.6923076923076923,-0.5,1.0,0.0,175.43859649122805,-175.43859649122805,-350.8771929824561,seller
