symbol,buyer_bucket,seller_bucket,trade_count,avg_rel_spread_bps,avg_imbalance_1,avg_future_mid_return_bps_1,avg_future_mid_return_bps_5,avg_future_mid_return_bps_10
VEV_4000,Mark 14,Mark 38,232,167.6895695503102,0.003160919540229885,-0.2894086135523942,-1.283912308988774,0.6526498245927727
VEV_4000,Mark 38,Mark 14,207,166.44694655338998,-0.00852223460919113,-0.24860913381380095,1.0442492281233764,1.9792731005253659
VEV_4000,Mark 38,Mark 22,2,81.23525095159408,0.5555555555555556,60.98583035492744,38.57189616669922,24.400271356094162
VEV_4000,OTHER_BUYER,Mark 38,1,89.32196508323183,-0.4666666666666667,-48.721071863580995,-12.180267965895249,-8.120178643930167
VEV_4500,Mark 38,Mark 22,2,95.56474290008941,0.4444444444444444,75.19840983249844,40.92836185443127,20.5620287868403
VEV_4500,OTHER_BUYER,Mark 38,1,109.58904109589041,-0.38461538461538464,-61.64383561643835,0.0,6.8493150684931505
VEV_5000,Mark 38,Mark 22,2,83.68786876061418,0.4444444444444444,73.66458322390882,31.295411173556033,-41.14361748691283
VEV_5000,OTHER_BUYER,Mark 38,1,130.1518438177874,-0.38461538461538464,-65.0759219088937,108.45986984815617,151.84381778741866
VEV_5100,Mark 38,Mark 22,2,99.44775692504015,0.6634920634920636,82.83646124397703,16.611295681063122,-49.943895623858666
VEV_5100,OTHER_BUYER,Mark 38,1,213.52313167259788,-0.7333333333333333,-106.76156583629894,177.93594306049823,213.52313167259788
VEV_5200,Mark 01,Mark 22,11,306.0884742053576,-0.057821834231437615,-2.798626182246871,-28.106866609755105,136.96651191577195
VEV_5200,Mark 14,Mark 22,33,253.73668530296368,-0.5930319042138055,11.690847411514952,-31.050850581212114,-17.492564413192653
VEV_5200,Mark 38,Mark 22,2,121.49773572401605,0.5714285714285714,57.80346820809248,31.847133757961785,-127.38853503184714
VEV_5200,OTHER_BUYER,Mark 38,1,285.7142857142857,-0.7333333333333333,-142.85714285714286,285.7142857142857,285.7142857142857
VEV_5300,Mark 01,Mark 22,132,511.0118334854419,-0.04256165716101665,-31.35784378765298,-39.82545259843356,-33.9110574999378
VEV_5300,Mark 14,Mark 22,30,400.3325255435392,-0.6024582766105754,-62.13299912772571,-92.60519595085648,-23.42461177571102
VEV_5300,Mark 38,Mark 22,1,246.91358024691357,0.6,246.91358024691357,123.45679012345678,123.45679012345678
VEV_5300,OTHER_BUYER,Mark 38,1,350.8771929824561,-0.6923076923076923,-175.43859649122805,175.43859649122805,350.8771929824561
VEV_5400,Mark 01,Mark 22,263,1149.134994318704,-0.06952021617400879,-22.921881373803654,-15.302114732505126,11.52829650021466
VEV_5400,Mark 14,Mark 22,13,872.1720488280935,-0.6892827083928308,-241.84842836222379,-254.5015506060645,-353.03535645694353
VEV_5500,Mark 01,Mark 22,299,3497.2788416517255,-0.08693457463746494,-25.169192560238045,-25.54660221858416,44.42748195013226
VEV_5500,Mark 14,Mark 22,7,2222.222222222222,-0.7278316524745095,-666.6666666666666,-1142.8571428571427,-952.3809523809523
VEV_6000,Mark 01,Mark 22,317,20000.0,-0.0880771366975418,0.0,0.0,0.0
VEV_6500,Mark 01,Mark 22,317,20000.0,-0.1319658924879212,0.0,0.0,0.0
