day,time_bucket,product,strike,panel_mid,panel_spot,mean_spread,mean_rel_spread_bps,mean_depth_1,mean_imbalance_1,intrinsic_value,extrinsic_value,moneyness,tau_years,tte_days,trade_count,trade_notional,bs_iv,bs_iv_valid,delta,gamma,vega,theta
3,early,VEV_4500,4500,743.0,5242.5,15.741151769646072,211.03857904434815,17.787342531493703,0.0008237675396890613,742.5,0.0,1.165,0.007936507936507936,2.0,1.0,1478.0,0.6724796911051236,1,0.9950479785372299,4.5645507079376306e-05,6.69550814022415,-283.66337449357593
3,early,VEV_5000,5000,245.5,5242.5,5.901619676064787,237.6225833793475,31.25374925014997,-0.008106467148958468,242.5,2.5,1.0485,0.007936507936507936,2.0,1.0,484.0,0.3214957416254259,1,0.9523329346033177,0.0006611447614194736,46.363703429861445,-939.0611927771303
3,early,VEV_5100,5100,154.0,5242.5,4.086982603479304,260.66728301147475,39.064187162567485,0.005448603943972823,142.5,11.5,1.0279411764705881,0.007936507936507936,2.0,1.0,302.0,0.3059868560005902,1,0.8472190370641164,0.0016515861185741995,110.23267042065791,-2124.9741397856815
3,early,VEV_5200,5200,81.0,5242.5,2.6616676664667067,319.83998527440116,46.11127774445111,0.003237704587402337,42.5,38.5,1.008173076923077,0.007936507936507936,2.0,8.0,1928.0,0.3085686204890277,1,0.6216635830108473,0.0026384999618639434,177.58864120980857,-3452.291768055786
3,early,VEV_5300,5300,35.0,5242.5,1.8542291541691662,516.316432375731,41.24505098980204,-0.0035638140423502563,0.0,35.0,0.9891509433962264,0.007936507936507936,2.0,23.0,2309.0,0.3169340854133347,1,0.3548618307342257,0.002514788825756473,173.85084423732636,-3471.2532739516673
3,early,VEV_5400,5400,10.0,5242.5,1.2708458308338333,1227.037087726828,43.84703059388122,0.0025366640714401846,0.0,10.0,0.9708333333333333,0.007936507936507936,2.0,37.0,1259.0,0.3037561745861755,1,0.13999938170915516,0.001568917597235645,103.95169665653744,-1989.2860922423376
3,early,VEV_5500,5500,2.5,5242.5,1.0860827834433113,3985.987484487784,44.599580083983206,-0.0004267855474826026,0.0,2.5,0.9531818181818181,0.007936507936507936,2.0,39.0,313.0,0.3104412654573191,1,0.04272172100635879,0.0006269230803674331,42.45218391665708,-830.2713108803739
3,early,VEV_6000,6000,0.5,5242.5,1.0,20000.0,44.9127174565087,-0.00030858583756475773,0.0,0.5,0.87375,0.007936507936507936,2.0,41.0,0.0,0.5929407286012759,1,0.005726945894880489,5.891346280466179e-05,7.619599878714185,-284.63217953530386
3,early,VEV_6500,6500,0.5,5242.5,1.0,20000.0,31.05728854229154,-0.0006392621916164948,0.0,0.5,0.8065384615384615,0.007936507936507936,2.0,41.0,0.0,0.895241399940172,1,0.00395434117951457,2.8044785113995725e-05,5.4764434506537,-308.8725507917535
3,late,VEV_4000,4000,1247.5,5247.5,20.711971197119713,165.956186890959,21.831083108310832,-0.00034435243922136883,1247.5,0.0,1.311875,0.007936507936507936,2.0,49.0,118605.0,,0,1.0,,,
3,late,VEV_4500,4500,747.0,5247.5,15.777977797779778,210.93088698750108,17.895889588958894,-0.00021961942330449776,747.5,0.0,1.166111111111111,0.007936507936507936,2.0,0.0,0.0,,0,1.0,,,
3,late,VEV_5000,5000,249.0,5247.5,5.925592559255926,237.4255959380264,31.540654065406542,-0.004040938938686302,247.5,1.5,1.0495,0.007936507936507936,2.0,0.0,0.0,0.2874200340486678,1,0.9712613860448925,0.0004886540991005803,30.693960657086805,-555.7897306803466
3,late,VEV_5100,5100,155.5,5247.5,4.072007200720072,260.955748252901,39.426642664266424,-0.0006114625927811988,147.5,8.5,1.0289215686274509,0.007936507936507936,2.0,0.0,0.0,0.2786645507848311,1,0.8771551400781858,0.0015610726807214817,95.06905961236275,-1669.01973779617
3,late,VEV_5200,5200,81.0,5247.5,2.591959195919592,320.0474653921498,46.0990099009901,-0.0016201599239204763,47.5,33.5,1.0091346153846155,0.007936507936507936,2.0,9.0,2698.0,0.2906356397003866,1,0.6421243102786081,0.002747896067635482,174.53539825831115,-3195.7510487594577
3,late,VEV_5300,5300,33.0,5247.5,1.7851785178517852,547.4803868217163,42.01320132013201,-0.004629326535331118,0.0,33.0,0.9900943396226415,0.007936507936507936,2.0,24.0,2648.0,0.2952254596210647,1,0.35742231882329906,0.0027039767992247275,174.45809172866302,-3244.7816298581297
3,late,VEV_5400,5400,8.5,5247.5,1.1866186618661867,1484.517521724691,44.435943594359436,0.004269843502016486,0.0,8.5,0.9717592592592592,0.007936507936507936,2.0,37.0,971.0,0.28231967170992023,1,0.1299916694939598,0.0016027855173904838,98.88966354211468,-1758.8653328429998
3,late,VEV_5500,5500,2.5,5247.5,1.0579057905790579,5369.87984512737,44.95679567956795,0.0004510240486275881,0.0,2.5,0.9540909090909091,0.007936507936507936,2.0,38.0,211.0,0.3054055486312946,1,0.0432906549623854,0.0006434943403182822,42.94929149966151,-826.36797182811
3,late,VEV_6000,6000,0.5,5247.5,1.0,20000.0,45.16411641164117,-0.00016188623332405,0.0,0.5,0.8745833333333334,0.007936507936507936,2.0,39.0,0.0,0.589183461634305,1,0.0057547627364149265,5.948794349304052e-05,7.6597369018695804,-284.3183890922474
3,late,VEV_6500,6500,0.5,5247.5,1.0,20000.0,30.93009300930093,-0.0002560121202815377,0.0,0.5,0.8073076923076923,0.007936507936507936,2.0,39.0,0.0,0.8916322840677763,1,0.003965240639153093,2.8200911175759353e-05,5.495197110558217,-308.68079451864907
3,mid,VEV_4000,4000,1220.5,5220.5,20.34863486348635,166.30557748405968,21.779477947794778,0.002365803381957629,1220.5,0.0,1.305125,0.007936507936507936,2.0,54.0,120087.0,,0,1.0,,,
3,mid,VEV_4500,4500,720.5,5220.5,15.303930393039304,211.50962796996228,17.835283528352836,0.0023720279610574524,720.5,0.0,1.160111111111111,0.007936507936507936,2.0,1.0,2178.0,,0,1.0,,,
3,mid,VEV_5000,5000,224.0,5220.5,5.466246624662467,241.25514074378225,33.064806480648066,-0.0011963926369198401,220.5,3.0,1.0441,0.007936507936507936,2.0,1.0,687.0,0.3085128553137396,1,0.943392815732124,0.0007931179913386031,52.92546982077957,-1028.6758322334813
3,mid,VEV_5100,5100,135.0,5220.5,3.7074707470747073,270.18800961807716,41.33033303330333,0.0044260010096726105,120.5,14.0,1.0236274509803922,0.007936507936507936,2.0,1.0,417.0,0.2997808184107161,1,0.8126672320164252,0.0019294729151156855,125.11119795817449,-2362.8740509235395
3,mid,VEV_5200,5200,66.5,5220.5,2.3516351635163515,346.30294207911845,47.47284728472847,-0.00435868656115201,20.5,45.5,1.0039423076923077,0.007936507936507936,2.0,15.0,3519.0,0.3005359475157756,1,0.5636941817329554,0.002817760322639982,183.16990937419519,-3468.095963019608
3,mid,VEV_5300,5300,25.5,5220.5,1.6387638763876389,617.3870507129042,42.353735373537354,-0.0027518047240373427,0.0,25.5,0.985,0.007936507936507936,2.0,33.0,2604.0,0.3026992278559892,1,0.29219810086705944,0.002440088380440204,159.7609097953368,-3046.6487543069834
3,mid,VEV_5400,5400,5.5,5220.5,1.135013501350135,1870.017393748317,44.318331833183315,-0.002526073879637409,0.0,5.5,0.9667592592592592,0.007936507936507936,2.0,41.0,749.0,0.2819123766202178,1,0.09118470055013633,0.0012506503550298402,76.2612129708408,-1354.4357269306695
3,mid,VEV_5500,5500,1.5,5220.5,1.0291029102910292,7444.373008729443,44.86078607860786,-0.00019940110887740304,0.0,1.5,0.9491818181818181,0.007936507936507936,2.0,43.0,148.0,0.30400770903114355,1,0.027925880125608846,0.00045342524825870437,29.815627306723535,-571.0433747031359
3,mid,VEV_6000,6000,0.5,5220.5,1.0,20000.0,44.94959495949595,-0.0003744032046848653,0.0,0.5,0.8700833333333333,0.007936507936507936,2.0,44.0,0.0,0.6094913308912087,1,0.0056084211474389705,5.6496415832896446e-05,7.448041445628116,-285.989551673412
3,mid,VEV_6500,6500,0.5,5220.5,1.0,20000.0,31.016201620162015,-0.0007229061356662482,0.0,0.5,0.8031538461538461,0.007936507936507936,2.0,44.0,0.0,0.9111502689440552,1,0.0039073467290723736,2.737647306814586e-05,5.395369091867367,-309.7074959437658
